doi,wos_id,year,journal,authors,title_wos
10.1093/jcr/ucz045,WOS000544020000002,2020,JCR,TEZER A;BODUR HO,THE GREENCONSUMPTION EFFECT: HOW USING GREEN PRODUCTS IMPROVES CONSUMPTION EXPERIENCE
10.1093/jcr/ucz046,WOS000544018000001,2020,JCR,SAINT CLAIR JK;FOREHAND MR,THE MANY-FACED CONSUMER: CONSUMPTION CONSEQUENCES OF BALANCING MULTIPLE IDENTITIES
10.1093/jcr/ucz049,WOS000544020000006,2020,JCR,BELLEZZA S;BERGER J,TRICKLE-ROUND SIGNALS: WHEN LOW STATUS IS MIXED WITH HIGH
10.1093/jcr/ucz050,WOS000544020000007,2020,JCR,BOTNER KA;MISHRA A;MISHRA H,THE INFLUENCE OF THE PHONETIC ELEMENTS OF A NAME ON RISK ASSESSMENT
10.1093/jcr/ucz052,WOS000544020000001,2020,JCR,GARBINSKY EN;GLADSTONE JJ;NIKOLOVA JG,"LOVE, LIES, AND MONEY: FINANCIAL INFIDELITY IN ROMANTIC RELATIONSHIPS"
10.1093/jcr/ucz053,WOS000544020000004,2020,JCR,WALTERS DJ;HERSHFIELD HE,CONSUMERS MAKE DIFFERENT INFERENCES AND CHOICES WHEN PRODUCT UNCERTAINTY IS ATTRIBUTED TO FORGETTING RATHER THAN IGNORANCE
10.1093/jcr/ucz056,WOS000544018000011,2020,JCR,RAN Y;MAGLIO SJ,SORRY BY SIZE: HOW THE NUMBER OF APOLOGIZERS AFFECTS APOLOGY EFFECTIVENESS
10.1093/jcr/ucz058,WOS000507377400010,2020,JCR,KELLER KL,CONSUMER RESEARCH INSIGHTS ON BRANDS AND BRANDING: A JCR CURATION
10.1093/jcr/ucz059,WOS000593065700002,2020,JCR,COSKUNER-BALLI G,"CITIZEN-CONSUMERS WANTED: REVITALIZING THE AMERICAN DREAM IN THE FACE OF ECONOMIC RECESSIONS, 1981-2012"
10.1111/j.1476-4431.2005.01603001.x,WOS000239705800004,2006,JCP,MACINNIS DJ;PATRICK VM,SPOTLIGHT ON AFFECT: AFFECT AND AFFECTIVE FORECASTING IN IMPULSE CONTROL
10.1177/0022242918799699,WOS000450439500008,2018,JM,KIM JC;PARK B;DUBOIS D,HOW CONSUMERS' POLITICAL IDEOLOGY AND STATUS-MAINTENANCE GOALS INTERACT TO SHAPE THEIR DESIRE FOR LUXURY GOODS
10.1177/0022242918805059,WOS000450439500005,2018,JM,PANAGOPOULOS NG;MULLINS R;AVRAMIDIS P,SALES FORCE DOWNSIZING AND FIRM-IDIOSYNCRATIC RISK: THE CONTINGENT ROLE OF INVESTORS' SCREENING AND FIRM'S SIGNALING PROCESSES
10.1177/0022242918805405,WOS000450439500004,2018,JM,CILLO P;GRIFFITH DA;RUBERA G,THE NEW PRODUCT PORTFOLIO INNOVATIVENESS-STOCK RETURNS RELATIONSHIP: THE ROLE OF LARGE INDIVIDUAL INVESTORS' CULTURE
10.1177/0022242918805411,WOS000450439500006,2018,JM,KANURI VK;CHEN Y;SRIDHAR SH,"SCHEDULING CONTENT ON SOCIAL MEDIA: THEORY, EVIDENCE, AND APPLICATION"
10.1177/0022242918805455,WOS000450439500009,2018,JM,SEVILLA J;ISAAC MS;BAGCHI R,FORMAT NEGLECT: HOW THE USE OF NUMERICAL VERSUS PERCENTAGE RANK CLAIMS INFLUENCES CONSUMER JUDGMENTS
10.1177/0022242918805468,WOS000450439500007,2018,JM,WATSON J;GHOSH AP;TRUSOV M,SWAYED BY THE NUMBERS: THE CONSEQUENCES OF DISPLAYING PRODUCT REVIEW ATTRIBUTES
10.1177/0022242918807170,WOS000450439500002,2018,JM,GU X;KANNAN PK;MA L,SELLING THE PREMIUM IN FREEMIUM
10.1177/0022242918807673,WOS000450439500003,2018,JM,MAZODIER M;HENDERSON CM;BECK JT,THE LONG REACH OF SPONSORSHIP: HOW FAN ISOLATION AND IDENTIFICATION JOINTLY SHAPE SPONSORSHIP PERFORMANCE
10.1177/0022242918809380,WOS000453375700009,2019,JM,MILLER CJ;WILES MA;PARK S,TRADING ON UP: AN EXAMINATION OF FACTORS INFLUENCING THE DEGREE OF UPGRADE: EVIDENCE FROM CASH FOR CLUNKERS
10.1177/0022242918809673,WOS000458113200008,2019,JM,CAMACHO N;NAM H;KANNAN PK;STREMERSCH S,TOURNAMENTS TO CROWDSOURCE INNOVATION: THE ROLE OF MODERATOR FEEDBACK AND PARTICIPATION INTENSITY
10.1177/0022242918809930,WOS000458113200006,2019,JM,BLEIER A;HARMELING CM;PALMATIER RW,CREATING EFFECTIVE ONLINE CUSTOMER EXPERIENCES
10.1177/0022242918812055,WOS000453375700005,2019,JM,KELLER WIY;DELEERSNYDER B;GEDENK K,PRICE PROMOTIONS AND POPULAR EVENTS
10.1177/0022242918812056,WOS000453375700007,2019,JM,GUPTA A;KUMAR A;GREWAL R;LILIEN GL,WITHIN-SELLER AND BUYER-SELLER NETWORK STRUCTURES AND KEY ACCOUNT PROFITABILITY
10.1177/0022242918813119,WOS000458113200001,2019,JM,HADIDA AL;HEIDE JB;BELL SJ,THE TEMPORARY MARKETING ORGANIZATION
10.1177/0022242918813308,WOS000458113200003,2019,JM,MOLNER S;PRABHU JC;YADAV MS,LOST IN A UNIVERSE OF MARKETS: TOWARD A THEORY OF MARKET SCOPING FOR EARLY-STAGE TECHNOLOGIES
10.1177/0022242918813577,WOS000581649700008,2020,JM,HUANG XI;LABROO AA,CUEING MORALITY: THE EFFECT OF HIGH-PITCHED MUSIC ON HEALTHY CHOICE
10.1177/0022242918814254,WOS000453375700004,2019,JM,JOSEPHSON BW;LEE JY;MARIADOSS JL,UNCLE SAM RISING: PERFORMANCE IMPLICATIONS OF BUSINESS-TO-GOVERNMENT RELATIONSHIPS
10.1177/0022242918815163,WOS000458113200002,2019,JM,PATTABHIRAMAIAH A;SRIRAM S;MANCHANDA P,PAYWALLS: MONETIZING ONLINE CONTENT
10.1177/0022242918815880,WOS000453375700003,2019,JM,BECKER M;WIEGAND N;REINARTZ WJ,DOES IT PAY TO BE REAL? UNDERSTANDING AUTHENTICITY IN TV ADVERTISING
10.1177/0022242918815894,WOS000453375700002,2019,JM,BOMMARAJU R;AHEARNE M;KRAUSE R;TIRUNILLAI S,DOES A CUSTOMER ON THE BOARD OF DIRECTORS AFFECT BUSINESS-TO-BUSINESS FIRM PERFORMANCE?
10.1177/0022242918815895,WOS000453375700008,2019,JM,TANGARI AH;BUI MM;HAWS KL;LIU PJ,"THAT'S NOT SO BAD, I'LL EAT MORE! BACKFIRE EFFECTS OF CALORIES-PER-SERVING INFORMATION ON SNACK CONSUMPTION"
10.1177/0022242918816319,WOS000453375700006,2019,JM,GREWAL L;HMUROVIC J;LAMBERTON C;RECZEK RW,THE SELF-PERCEPTION CONNECTION: WHY CONSUMERS DEVALUE UNATTRACTIVE PRODUCE
10.1177/0022242918817000,WOS000458113200004,2019,JM,DOST F;PHIELER U;HAENLEIN M;LIBAI B,SEEDING AS PART OF THE MARKETING MIX: WORD-OF-MOUTH PROGRAM INTERACTIONS FOR FAST-MOVING CONSUMER GOODS
10.1177/0022242918817549,WOS000458113200005,2019,JM,WANG P;XIONG G;YANG J,SERIAL POSITION EFFECTS ON NATIVE ADVERTISING EFFECTIVENESS: DIFFERENTIAL RESULTS ACROSS PUBLISHER AND ADVERTISER METRICS
10.1177/0022242918822300,WOS000463799000001,2019,JM,HERHAUSEN D;LUDWIG S;GREWAL D;WULF J;SCHOEGEL M,"DETECTING, PREVENTING, AND MITIGATING ONLINE FIRESTORMS IN BRAND COMMUNITIES"
10.1177/0022242918823542,WOS000458113200007,2019,JM,LEE HS;GRIFFITH DA,SOCIAL COMPARISON IN RETAILER-SUPPLIER RELATIONSHIPS: REFERENT DISCREPANCY EFFECTS
10.1177/0022242918825269,WOS000463799000008,2019,JM,YANG Z;SUN S;LALWANI AK;JANAKIRAMAN N,HOW DOES CONSUMERS' LOCAL OR GLOBAL IDENTITY INFLUENCE PRICE-PERCEIVED QUALITY ASSOCIATIONS? THE ROLE OF PERCEIVED QUALITY VARIANCE
10.1177/0022242919825649,WOS000463799000002,2019,JM,WHITE K;HABIB R;HARDISTY DJ,HOW TO SHIFT CONSUMER BEHAVIORS TO BE MORE SUSTAINABLE: A LITERATURE REVIEW AND GUIDING FRAMEWORK
10.1177/0022242919830412,WOS000463799000005,2019,JM,PAHARIA N;SWAMINATHAN V,WHO IS WARY OF USER DESIGN? THE ROLE OF POWER-DISTANCE BELIEFS IN PREFERENCE FOR USER-DESIGNED PRODUCTS
10.1177/0022242919830958,WOS000463799000004,2019,JM,GEBHARDT GF;FARRELLY FJ;CONDUIT J,MARKET INTELLIGENCE DISSEMINATION PRACTICES
10.1177/0022242919831672,WOS000463799000003,2019,JM,HENDERSON CM;MAZODIER M;SUNDAR A,THE COLOR OF SUPPORT: THE EFFECT OF SPONSOR-TEAM VISUAL CONGRUENCE ON SPONSORSHIP PERFORMANCE
10.1177/0022242919831993,WOS000463799000006,2019,JM,SRINIVASAN R;RAMANI N,WITH POWER COMES RESPONSIBILITY: HOW POWERFUL MARKETING DEPARTMENTS CAN HELP PREVENT MYOPIC MANAGEMENT
10.1177/0022242919831996,WOS000463799000007,2019,JM,VAN EVERDINGEN Y;HARIHARAN VG;STREMERSCH S,GEAR MANUFACTURERS AS CONTESTANTS IN SPORTS COMPETITIONS: BREEDING AND BRANDING RETURNS
10.1177/0022242919841034,WOS000473484500001,2019,JM,TELLIS GJ;MACINNIS DJ;TIRUNILLAI Y,"WHAT DRIVES VIRALITY (SHARING) OF ONLINE DIGITAL CONTENT? THE CRITICAL ROLE OF INFORMATION, EMOTION, AND BRAND PROMINENCE"
10.1177/0022242919841039,WOS000473484500003,2019,JM,WANG HS;NOBLE CH;DAHL DW;PARK S,SUCCESSFULLY COMMUNICATING A COCREATED INNOVATION
10.1177/0022242919841584,WOS000473484500004,2019,JM,WIES S;HOFFMANN AOI;ASPARA JME,CAN ADVERTISING INVESTMENTS COUNTER THE NEGATIVE IMPACT OF SHAREHOLDER COMPLAINTS ON FIRM VALUE?
10.1177/0022242919841595,WOS000473484500007,2019,JM,SINHA J;BAGCHI R,ROLE OF AMBIENT TEMPERATURE IN INFLUENCING WILLINGNESS TO PAY IN AUCTIONS AND NEGOTIATIONS
10.1177/0022242919842167,WOS000473484500002,2019,JM,WINTERICH KP;NENKOV GY;GONZALES GE,KNOWING WHAT IT MAKES: HOW PRODUCT TRANSFORMATION SALIENCE INCREASES RECYCLING
10.1177/0022242919843914,WOS000473484500006,2019,JM,CARSON SJ;GHOSH M,AN INTEGRATED POWER AND EFFICIENCY MODEL OF CONTRACTUAL CHANNEL GOVERNANCE: THEORY AND EMPIRICAL EVIDENCE
10.1177/0022242919847192,WOS000473484500005,2019,JM,DU RY;XU L;WILBUR KC,IMMEDIATE RESPONSES OF ONLINE BRAND SEARCH AND PRICE SEARCH TO TV ADS
10.1177/0022242919847221,WOS000481446700010,2019,JM,DOTZEL T;SHANKAR V,THE RELATIVE EFFECTS OF BUSINESS-TO-BUSINESS (VS. BUSINESS-TO-CONSUMER) SERVICE INNOVATIONS ON FIRM VALUE AND FIRM RISK: AN EMPIRICAL ANALYSIS
10.1177/0022242919854374,WOS000481446700007,2019,JM,HUGHES C;SWAMINATHAN V;BROOKS G,DRIVING BRAND ENGAGEMENT THROUGH ONLINE SOCIAL INFLUENCERS: AN EMPIRICAL INVESTIGATION OF SPONSORED BLOGGING CAMPAIGNS
10.1177/0022242919857698,WOS000481446700005,2019,JM,WARREN C;BATRA R;CORREIA LOUREIRO RP,BRAND COOLNESS
10.1177/0022242919859325,WOS000481446700006,2019,JM,KANURI VK;ANDREWS M,THE UNINTENDED CONSEQUENCE OF PRICE-BASED SERVICE RECOVERY INCENTIVES
10.1177/0022242919860085,WOS000481446700008,2019,JM,RAMANI N;SRINIVASAN R,EFFECTS OF LIBERALIZATION ON INCUMBENT FIRMS' MARKETING-MIX RESPONSES AND PERFORMANCE: EVIDENCE FROM A QUASI-EXPERIMENT
10.1177/0022242919860802,WOS000481446700009,2019,JM,EGGERT A;STEINHOFF L;WITTE C,GIFT PURCHASES AS CATALYSTS FOR STRENGTHENING CUSTOMER-BRAND RELATIONSHIPS
10.1177/0022242919861929,WOS000481446700002,2019,JM,ECKHARDT GM;HOUSTON MB;JIANG B;LAMBERTON C;RINDFLEISCH A;ZERVAS G,MARKETING IN THE SHARING ECONOMY
10.1177/0022242919872156,WOS000488967000005,2019,JM,KAMLEITNER B;THURRIDL C;MARTIN BAS,A CINDERELLA STORY: HOW PAST IDENTITY SALIENCE BOOSTS DEMAND FOR REPURPOSED PRODUCTS
10.1177/0022242919873106,WOS000502391400001,2020,JM,BERGER J;HUMPHREYS A;LUDWIG S;MOE WW;NETZER O;SCHWEIDEL DA,UNITING THE TRIBES: USING TEXT FOR MARKETING INSIGHT
10.1177/0022242919873901,WOS000488967000004,2019,JM,GAI PJ;KLESSE AK,MAKING RECOMMENDATIONS MORE EFFECTIVE THROUGH FRAMINGS: IMPACTS OF USER - VERSUS ITEM-BASED FRAMINGS ON RECOMMENDATION CLICK-THROUGHS
10.1177/0022242919873903,WOS000488967000002,2019,JM,MEIRE M;HEWETT K;BALLINGS M;KUMAR D,THE ROLE OF MARKETER-GENERATED CONTENT IN CUSTOMER ENGAGEMENT MARKETING
10.1177/0022242919874049,WOS000488967000003,2019,JM,CAMPBELL C;SCHAU HJ,LET'S MAKE A ``DEAL'': HOW DEAL COLLECTIVES COPRODUCE UNINTENDED VALUE FROM SALES PROMOTIONS
10.1177/0022242919874778,WOS000488967000001,2019,JM,CHASE KS;MURTHA B,SELLING TO BARRICADED BUYERS
10.1177/0022242919875688,WOS000488967000006,2019,JM,SUNDER S;KIM KH;YORKSTON EA,"WHAT DRIVES HERDING BEHAVIOR IN ONLINE RATINGS? THE ROLE OF RATER EXPERIENCE, PRODUCT PORTFOLIO, AND DIVERGING OPINIONS"
10.1177/0022242919879420,WOS000502391400007,2020,JM,COLM L;ORDANINI A;BORNEMANN T,DYNAMIC GOVERNANCE MATCHING IN SOLUTION DEVELOPMENT
10.1177/0022242919881137,WOS000502391400008,2020,JM,ROSCHK H;HOSSEINPOUR M,PLEASANT AMBIENT SCENTS: A META-ANALYSIS OF CUSTOMER RESPONSES AND SITUATIONAL CONTINGENCIES
10.1177/0022242919882428,WOS000502391400004,2020,JM,REICH T;MAGLIO SJ,FEATURING MISTAKES: THE PERSUASIVE IMPACT OF PURCHASE MISTAKES IN ONLINE REVIEWS
10.1177/0022242919882630,WOS000502391400005,2020,JM,SCHMITZ C;FRIESS M;ALAVI S;HABEL J,UNDERSTANDING THE IMPACT OF RELATIONSHIP DISRUPTIONS
10.1177/0022242919887161,WOS000502391400006,2020,JM,PAHARIA N,WHO RECEIVES CREDIT OR BLAME? THE EFFECTS OF MADE-TO-ORDER PRODUCTION ON RESPONSES TO UNETHICAL AND ETHICAL COMPANY PRODUCTION PRACTICES
10.1177/0022242919888477,WOS000502391400003,2020,JM,ZEITHAML VA;JAWORSKI BJ;KOHLI KR;ULAGA W;ZALTMAN G,A THEORIES-IN-USE APPROACH TO BUILDING MARKETING THEORY
10.1177/0022242919889876,WOS000512027000001,2020,JM,MACINNIS DJ;MORWITZ VG;BOTTI DL;KOZINETS RV;LEHMANN JG;PECHMANN C,"CREATING BOUNDARY-BREAKING, MARKETING-RELEVANT CONSUMER RESEARCH"
10.1177/0022242919889894,WOS000512027000007,2020,JM,YOU Y;YANG X;WANG L;DENG X,WHEN AND WHY SAYING ``THANK YOU'' IS BETTER THAN SAYING ``SORRY'' IN REDRESSING SERVICE FAILURES: THE ROLE OF SELF-ESTEEM
10.1177/0022242919896334,WOS000512027000005,2020,JM,GUYT JY;GIJSBRECHTS E,EVALUATING THE EFFECTIVENESS OF RETAILER-THEMED SUPER SAVER EVENTS
10.1177/0022242919896337,WOS000512027000006,2020,JM,JINDAL P;ZHU T;CHINTAGUNTA P;DHAR S,MARKETING-MIX RESPONSE ACROSS RETAIL FORMATS: THE ROLE OF SHOPPING TRIP TYPES
10.1177/0022242919899381,WOS000512027000003,2020,JM,SINGH SK;MARINOVA D;SINGH J,BUSINESS-TO-BUSINESS E-NEGOTIATIONS AND INFLUENCE TACTICS
10.1177/0022242919899383,WOS000512027000004,2020,JM,BORAH A;BANERJEE S;LIN YT;JAIN A;EISINGERICH AB,IMPROVISED MARKETING INTERVENTIONS IN SOCIAL MEDIA
10.1177/0022242919899393,WOS000542330500006,2020,JM,SEVILLA J;MEYER RJ,LEAVING SOMETHING FOR THE IMAGINATION: THE EFFECT OF VISUAL CONCEALMENT ON PREFERENCES
10.1177/0022242919899905,WOS000512027000002,2020,JM,SWAMINATHAN V;SORESCU A;STEENKAMP JBEM;O'GUINN TCG;SCHMITT B,BRANDING IN A HYPERCONNECTED WORLD: REFOCUSING THEORIES AND RETHINKING BOUNDARIES
10.1177/0022242919901277,WOS000528765200007,2020,JM,LANDSMAN V;STREMERSCH S,"THE COMMERCIAL CONSEQUENCES OF COLLECTIVE LAYOFFS: CLOSE THE PLANT, LOSE THE BRAND?"
10.1177/0022242920902722,WOS000528765200006,2020,JM,LEUNG FF;KIM S;TSE CH,HIGHLIGHTING EFFORT VERSUS TALENT IN SERVICE EMPLOYEE PERFORMANCE: CUSTOMER ATTRIBUTIONS AND RESPONSES
10.1177/0022242920910096,WOS000542330500008,2020,JM,ZHENG XV;GRIFFITH DA;GE L;BENOLIEL U,EFFECTS OF CONTRACT AMBIGUITY IN INTERORGANIZATIONAL GOVERNANCE
10.1177/0022242920911628,WOS000542330500007,2020,JM,LI J;ABBASI A;CHEEMA A;ABRAHAM LB,PATH TO PURPOSE? HOW ONLINE CUSTOMER JOURNEYS DIFFER FOR HEDONIC VERSUS UTILITARIAN PURCHASES
10.1177/0022242920911907,WOS000528765200003,2020,JM,STAEBLER S;FISCHER M,"WHEN DOES CORPORATE SOCIAL IRRESPONSIBILITY BECOME NEWS? EVIDENCE FROM MORE THAN 1,000 BRAND TRANSGRESSIONS ACROSS FIVE COUNTRIES"
10.1177/0022242920912272,WOS000528765200004,2020,JM,BRADFORD TW;BOYD NW,HELP ME HELP YOU! EMPLOYING THE MARKETING MIX TO ALLEVIATE EXPERIENCES OF DONOR SACRIFICE
10.1177/0022242920912704,WOS000528765200005,2020,JM,GAO W;JI L;LIU Y;SUN Q,BRANDING CULTURAL PRODUCTS IN INTERNATIONAL MARKETS: A STUDY OF HOLLYWOOD MOVIES IN CHINA
10.1177/0022242920912732,WOS000528765200002,2020,JM,MELUMAD S;MEYER R,FULL DISCLOSURE: HOW SMARTPHONES ENHANCE CONSUMER SELF-DISCLOSURE
10.1177/0022242920913025,WOS000528765200001,2020,JM,CHEN Y;LEE JY;SRIDHAR SH;MITTAL V;MCCALLISTER K;SINGAL AG,IMPROVING CANCER OUTREACH EFFECTIVENESS THROUGH TARGETING AND ECONOMIC ASSESSMENTS: INSIGHTS FROM A RANDOMIZED FIELD EXPERIMENT
10.1177/0022242920914861,WOS000542330500004,2020,JM,PENG L;CUI G;CHUNG Y;ZHENG W,THE FACES OF SUCCESS: BEAUTY AND UGLINESS PREMIUMS IN E-COMMERCE PLATFORMS
10.1177/0022242920916733,WOS000559818700007,2020,JM,VOMBERG A;HOMBURG C;GWINNER O,TOLERATING AND MANAGING FAILURE: AN ORGANIZATIONAL PERSPECTIVE ON CUSTOMER REACQUISITION MANAGEMENT
10.1177/0022242920917982,WOS000559818700003,2020,JM,MACIEL AF;FISCHER E,COLLABORATIVE MARKET DRIVING: HOW PEER FIRMS CAN DEVELOP MARKETS THROUGH COLLECTIVE ACTION
10.1177/0022242920920262,WOS000542330500003,2020,JM,SIEBERT A;GOPALDAS A;LINDRIDGE A;SIMOES C,CUSTOMER EXPERIENCE JOURNEYS: LOYALTY LOOPS VERSUS INVOLVEMENT SPIRALS
10.1177/0022242920920295,WOS000581649700006,2020,JM,HYDOCK C;CHEN Z;CARLSON K,WHY UNHAPPY CUSTOMERS ARE UNLIKELY TO SHARE THEIR OPINIONS WITH BRANDS
10.1177/0022242920920859,WOS000559818700008,2020,JM,WONG VC;SU L;LAM HPY,WHEN LESS IS MORE: HOW MINDSET INFLUENCES CONSUMERS' RESPONSES TO PRODUCTS WITH REDUCED NEGATIVE ATTRIBUTES
10.1177/0022242920923307,WOS000542330500002,2020,JM,LIM LG;TULI KR;GREWAL R,CUSTOMER SATISFACTION AND ITS IMPACT ON THE FUTURE COSTS OF SELLING
10.1177/0022242920924389,WOS000542330500005,2020,JM,ALLARD T;DUNN LH;WHITE K,"NEGATIVE REVIEWS, POSITIVE IMPACT: CONSUMER EMPATHETIC RESPONDING TO UNFAIR WORD OF MOUTH"
10.1177/0022242920925038,WOS000581649700002,2020,JM,COSTELLO JP;RECZEK RW,PROVIDERS VERSUS PLATFORMS: MARKETING COMMUNICATIONS IN THE SHARING ECONOMY
10.1177/0022242920925054,WOS000559818700006,2020,JM,JIA HM;KIM BK;GE L,"SPEED UP, SIZE DOWN: HOW ANIMATED MOVEMENT SPEED IN PRODUCT VIDEOS INFLUENCES SIZE ASSESSMENT AND PRODUCT EVALUATION"
10.1177/0022242920925517,WOS000542330500001,2020,JM,HOMBURG C;THEEL M;HOHENBERG S,"MARKETING EXCELLENCE: NATURE, MEASUREMENT, AND INVESTOR VALUATIONS"
10.1177/0022242920929029,WOS000559818700005,2020,JM,MORGESON FV;HULT GTM;MITHAS T;FORNELL C,TURNING COMPLAINING CUSTOMERS INTO LOYAL CUSTOMERS: MODERATORS OF THE COMPLAINT HANDLING-CUSTOMER LOYALTY RELATIONSHIP
10.1177/0022242920929288,WOS000581649700003,2020,JM,ROSENGREN S;EISEND M;KOSLOW S;DAHLEN M,A META-ANALYSIS OF WHEN AND HOW ADVERTISING CREATIVITY WORKS
10.1177/0022242920929718,WOS000581649700007,2020,JM,LEE H;LALWANI AK;WANG JJ,PRICE NO OBJECT!: THE IMPACT OF POWER DISTANCE BELIEF ON CONSUMERS' PRICE SENSITIVITY
10.1177/0022242920931451,WOS000581649700004,2020,JM,YIN BM;LI YJ;SINGH S,"COINS ARE COLD AND CARDS ARE CARING: THE EFFECT OF PREGIVING INCENTIVES ON CHARITY PERCEPTIONS, RELATIONSHIP NORMS, AND DONATION BEHAVIOR"
10.1177/0022242920934495,WOS000559818700004,2020,JM,LIN YT;MACINNIS DJ;EISINGERICH AB,STRONG ANXIETY BOOSTS NEW PRODUCT ADOPTION WHEN HOPE IS ALSO STRONG
10.1177/0022242920936205,WOS000559818700002,2020,JM,JINDAL N,THE IMPACT OF ADVERTISING AND R\&D ON BANKRUPTCY SURVIVAL: A DOUBLE-EDGED SWORD
10.1177/0022242920937000,WOS000559818700001,2020,JM,BHAGWAT Y;WARREN NL;BECK JT;WATSON GF,CORPORATE SOCIOPOLITICAL ACTIVISM AND FIRM VALUE
10.1177/0022242920942563,WOS000581649700001,2020,JM,LIM JH;RISHIKA R;JANAKIRAMAN R;KANNAN PK,COMPETITIVE EFFECTS OF FRONT-OF-PACKAGE NUTRITION LABELING ADOPTION ON NUTRITIONAL QUALITY: EVIDENCE FROM FACTS UP FRONT-STYLE LABELS
10.1177/0022242920943104,WOS000581649700005,2020,JM,CHAKRAVARTY A;ZHOU C;SHARMA A,EFFECT OF ALLIANCE NETWORK ASYMMETRY ON FIRM PERFORMANCE AND RISK
10.1177/002224371305000502,WOS000324975600002,2013,JMR,ANTIA KD;ZHENG XV;FRAZIER GL,CONFLICT MANAGEMENT AND OUTCOMES IN FRANCHISE RELATIONSHIPS: THE ROLE OF REGULATION
10.1177/002224371305000504,WOS000324975600004,2013,JMR,VROEGRIJK M;GIJSBRECHTS E;CAMPO K,CLOSE ENCOUNTER WITH THE HARD DISCOUNTER: A MULTIPLE-STORE SHOPPING PERSPECTIVE ON THE IMPACT OF LOCAL HARD-DISCOUNTER ENTRY
10.1177/0022243718793885,WOS000451780300009,2018,JMR,CHUNG J;JOHAR GV,"THE SEESAW SELF: POSSESSIONS, IDENTITY (DE)ACTIVATION, AND TASK PERFORMANCE"
10.1177/0022243718800724,WOS000451780300005,2018,JMR,ABRAHAM AT;HAMILTON RW,WHEN DOES PARTITIONED PRICING LEAD TO MORE FAVORABLE CONSUMER PREFERENCES? META-ANALYTIC EVIDENCE
10.1177/0022243718801325,WOS000451780300006,2018,JMR,WATHNE KH;HEIDE JB;MOOI EA;KUMAR A,RELATIONSHIP GOVERNANCE DYNAMICS: THE ROLES OF PARTNER SELECTION EFFORTS AND MUTUAL INVESTMENTS
10.1177/0022243718802843,WOS000451780300001,2018,JMR,MCCARTHY DM;FADER PS,CUSTOMER-BASED CORPORATE VALUATION FOR PUBLICLY TRADED NONCONTRACTUAL FIRMS
10.1177/0022243718802844,WOS000451780300002,2018,JMR,HOLLENBECK B,ONLINE REPUTATION MECHANISMS AND THE DECREASING VALUE OF CHAIN AFFILIATION
10.1177/0022243718802845,WOS000451780300004,2018,JMR,DANAHER PJ;VAN HEERDE HJ,DELUSION IN ATTRIBUTION: CAVEATS IN USING ATTRIBUTION FOR MULTIMEDIA BUDGET ALLOCATION
10.1177/0022243718802846,WOS000451780300008,2018,JMR,JIANG B;SHI H,INTERCOMPETITOR LICENSING AND PRODUCT INNOVATION
10.1177/0022243718802853,WOS000451780300010,2018,JMR,RUDD M;HILDEBRAND C;VOHS KD,INSPIRED TO CREATE: AWE ENHANCES OPENNESS TO LEARNING AND THE DESIRE FOR EXPERIENTIAL CREATION
10.1177/0022243718803096,WOS000451780300007,2018,JMR,ATEFI Y;AHEARNE M;MAXHAM DT;CARLSON BD,DOES SELECTIVE SALES FORCE TRAINING WORK?
10.1177/0022243718808554,WOS000451780300003,2018,JMR,DAVIS DF;BAGCHI R,HOW EVALUATIONS OF MULTIPLE PERCENTAGE PRICE CHANGES ARE INFLUENCED BY PRESENTATION MODE AND PERCENTAGE ORDERING: THE ROLE OF ANCHORING AND SURPRISE
10.1177/0022243718810524,WOS000461770900003,2019,JMR,BRUCE N,BAYESIAN NONPARAMETRIC DYNAMIC METHODS: APPLICATIONS TO LINEAR AND NONLINEAR ADVERTISING MODELS
10.1177/0022243718810800,WOS000454207800009,2018,JMR,WEBB EC;SHU SB,THE EFFECT OF PERCEIVED SIMILARITY ON SEQUENTIAL RISK TAKING
10.1177/0022243718810801,WOS000454207800010,2018,JMR,DAGOGO-JACK SW;FOREHAND MR,EGOCENTRIC IMPROVEMENT EVALUATIONS: CHANGE IN THE SELF AS AN ANCHOR FOR BRAND IMPROVEMENT JUDGMENTS
10.1177/0022243718811296,WOS000461770900010,2019,JMR,ZEMACK-RUGAR Y;CORUS C;BRINBERG D,"IF AT FIRST YOU DO SUCCEED, DO YOU TRY, TRY AGAIN? DEVELOPING THE PERSISTENCE-LICENSING RESPONSE MEASURE TO UNDERSTAND, PREDICT, AND MODIFY BEHAVIOR FOLLOWING SUBGOAL SUCCESS"
10.1177/0022243718811334,WOS000461770900001,2019,JMR,HUANG ZT;LIANG YS;WEINBERG CB;GORN GJ,THE SLEEPY CONSUMER AND VARIETY SEEKING
10.1177/0022243718811848,WOS000454207800006,2018,JMR,BAUMGARTNER H;WEIJTERS B;PIETERS R,"MISRESPONSE TO SURVEY QUESTIONS: A CONCEPTUAL FRAMEWORK AND EMPIRICAL TEST OF THE EFFECTS OF REVERSALS, NEGATIONS, AND POLAR OPPOSITE CORE CONCEPTS"
10.1177/0022243718811853,WOS000454207800005,2018,JMR,VANA P;LAMBRECHT A;BERTINI M,CASHBACK IS CASH FORWARD: DELAYING A DISCOUNT TO ENTICE FUTURE SPENDING
